ticker,name,div_yld,eps,pe,1y_est,52wk_low,52wk_high,avg_vol,beta,mktcap,px,div,ev,trail_pe,fwd_pe,peg,px2sales,px2book,ev2rev,ev2ebitda,ebitda_b,ni_b,q_earnings_gr,q_rev_gr,roa,roe,rev_b,_5y_div_yld,bv_per_sh,cash_b,cash_per_sh,curr_ratio,debt_b,debt_to_eq,fcf_b,fwd_div,fwd_div_yld,gross_profit_b,insiders,institution,op_cf_b,oper_margin,payout_ratio,profit_margin,rev_sh,sh_float,sh_short,shares_out,short_ratio,short_to_float,short_to_out,address,employees,exec1_born,exec1_name,exec1_pay,exec1_title,exec2_born,exec2_name,exec2_pay,exec2_title,exec3_born,exec3_name,exec3_pay,exec3_title,govscore,industry,sector,audit,board,sh_holdr_rgts,comp,env_risk,esg_score,gov_risk,social_risk,dt_add,founded,hq,name_y,sector_y,sub_industry,perf_1y
HII,"Huntington Ingalls Industries, Inc. ",2.67,14.58,11.7,181.58,136.44,270.08,385956,0.95,6.905,170.53,4.56,8.59B,11.7,16.05,1.22,0.77,3.67,0.92,7.34,1.02,0.596,44.20%,4.30%,6.21%,33.25%,9.02,1.48,46.42,0.744,18.37,1.29,2.47,131.17,0.44625,4.56,2.67%,1.53,2.45%,85.18%,1.06,8.61%,28.26%,6.61%,220.98,39.4M,692.05k,40.49M,1.95,2.00%,1.71%,"4101 Washington Avenue,Newport News, VA 23607,United States",42000,1960,Mr. C. Michael Petters,1.51,"Pres, CEO & Director",1964,Mr. Christopher D. Kastner,1.1,Exec. VP & CFO,1964,Ms. Jennifer R. Boykin,0.95104,Exec. VP & Pres of Newport News Shipbuilding,The pillar scores are Audit: 2; Board: 3; Shareholder Rights: 8; Compensation: 2.,Aerospace & Defense,Industrials,2,3,8,2,,,,,1/3/2018,2011,"Newport News, Virginia",Huntington Ingalls Industries,Industrials,Aerospace & Defense,-25.84%
IEX,IDEX Corporation ,1,4.94,40.08,210.77,104.56,211.71,390538,1.09,14.99,198,2,15.01B,40.08,33.9,2.48,6.43,5.9,6.38,25.07,0.62009,0.37778,4.40%,1.50%,8.15%,15.73%,2.35,1.24,33.5,1.03,13.53,4.15,1.04,41.11,0.41465,2,1.00%,1.03,0.21%,99.19%,0.56927,22.82%,40.49%,16.06%,31.05,75.61M,587.65k,75.71M,1.51,0.88%,0.78%,"1925 West Field Court,Suite 200,Lake Forest, IL 60045-4824,United States",7000,1967,Mr. Eric D. Ashleman,1.22,"CEO, Pres & Director",1979,Mr. William K. Grogan,0.97183,CFO & Sr. VP,1962,Ms. Denise R. Cade,0.88853,"Sr. VP, Gen. Counsel & Corp. Sec.",The pillar scores are Audit: 1; Board: 2; Shareholder Rights: 10; Compensation: 1.,Specialty Industrial Machinery,Industrials,1,2,10,1,10,34,8,16,8/9/2019,1988,"Lake Forest, Illinois",IDEX Corporation,Industrials,Industrial Machinery,14.24%
IDXX,"IDEXX Laboratories, Inc. ",,6.71,78.76,539,168.65,529.41,413851,0.89,45.078,528.47,,44.59B,76.98,68.97,4.39,16.55,69.71,16.47,64.2,0.78977,0.58178,93.10%,19.10%,21.04%,143.63%,2.71,,7.39,0.38393,4.49,1.82,0.90848,143.57,0.3281,,,1.57,1.05%,88.37%,0.64806,25.66%,0.00%,21.49%,31.72,84.6M,802.54k,85.3M,2.14,1.07%,0.94%,"One IDEXX Drive,Westbrook, ME 04092,United States",9000,1961,Mr. Jonathan J. Mazelsky,1.62,"Pres, CEO & Director",1962,Mr. Brian P. McKeon,1.14,"CFO, Exec. VP & Treasurer",1961,Ms. Sharon E. Underberg,0.80942,"Sr. VP, Gen. Counsel & Corp. Sec.",The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 8; Compensation: 3.,Diagnostics & Research,Healthcare,1,1,8,3,5,28,12,10,1/5/2017,1983,"Westbrook, Maine",IDEXX Laboratories,Health Care,Health Care Equipment,89.74%
INFO,IHS Markit Ltd. ,0.86,2.17,42.94,105,44.81,101.45,3332440,1.01,36.954,93.18,0.8,40.57B,41.16,28.41,2.5,8.36,4.15,9.46,23.7,1.54,0.8707,-25.60%,-1.20%,3.68%,10.24%,4.29,,21.51,0.1256,0.32,0.62,5.27,61.7,1.05,0.8,0.86%,2.7,6.57%,91.41%,1.14,22.12%,31.34%,20.31%,10.81,394.53M,4.49M,421.71M,1.36,1.49%,1.13%,"Ropemaker Place,4th Floor 25 Ropemaker Street,London EC2Y 9LY,United Kingdom",16000,1962,Mr. Lance  Uggla,2.99,Chairman & CEO,1971,Mr. Jonathan  Gear,1.01,CFO & Exec. VP,1971,Ms. Sari  Granat,0.93456,"Exec. VP, Chief Admin. Officer & Gen. Counsel",The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 8; Compensation: 8.,Consulting Services,Industrials,1,7,8,8,0,24,8,16,6/2/2017,1959,London,IHS Markit Ltd.,Industrials,Research & Consulting Services,16.56%
ITW,Illinois Tool Works Inc. ,2.27,6.63,30.31,216.88,115.94,224.69,1068922,1.11,63.602,200.94,4.56,70.20B,30.81,26.74,2.75,5.17,20.32,5.58,22.91,3.31,2.11,0.20%,0.20%,11.74%,67.90%,12.57,2.19,10.04,2.56,8.1,2.52,8.12,255.25,,4.56,2.27%,5.2,0.23%,80.16%,,22.92%,66.67%,16.77%,39.68,289.56M,3.47M,316.52M,3.64,1.17%,1.09%,"155 Harlem Avenue,Glenview, IL 60025-4075,United States",43000,1962,Mr. E. Scott Santi,6.15,Chairman & CEO,1969,Mr. Michael M. Larsen,2.26,Sr. VP & CFO,1956,Mr. Steven L. Martindale,1.41,Exec. VP of Test & Measurement and Electronics Segment,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 2; Compensation: 4.,Specialty Industrial Machinery,Industrials,1,8,2,4,4,19,6,9,2/28/1986,1912,"Glenview, Illinois",Illinois Tool Works,Industrials,Industrial Machinery,7.78%
ILMN,"Illumina, Inc. ",,4.31,104.59,334.44,196.78,456.66,1136730,1.02,65.878,451.22,,60.84B,98.94,64.52,3.87,19.52,13.25,18.79,57.83,1.01,0.638,-23.50%,-12.50%,7.11%,13.96%,3.24,,32.19,3.32,22.77,3.88,1.9,40.53,0.72512,,,2.5,0.25%,93.29%,1.12,25.48%,0.00%,19.70%,22.03,145.51M,4.15M,146M,3.53,3.25%,2.84%,"5200 Illumina Way,San Diego, CA 92122,United States",7700,1971,Mr. Francis A. deSouza,,"CEO, Pres & Director",1970,Mr. Sam A. Samad,0.6267,CFO & Sr. VP,1971,Dr. Joydeep  Goswami,0.38438,Sr. VP of Corp. Devel. & Strategic Planning,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 6; Compensation: 7.,Diagnostics & Research,Healthcare,1,4,6,7,1,11,6,4,11/19/2015,1998,"San Diego, California",Illumina Inc,Health Care,Life Sciences Tools & Services,68.30%
INCY,Incyte Corporation ,,-1.36,,105.38,62.48,110.37,1173909,0.79,18.685,84.99,,17.91B,47.64,24.75,0.89,7.93,8.19,6.72,-100.51,-0.18753,-0.2957,35.00%,36.30%,-4.32%,-11.35%,2.67,,11.9,1.8,8.19,3.74,0.06172,2.36,-0.16589,,,0.27663,1.34%,94.48%,-0.1246,-9.05%,0.00%,-11.09%,12.23,185.71M,4.77M,219M,4.27,2.57%,2.18%,"1801 Augustine Cut-Off,Wilmington, DE 19803,United States",1773,1960,Mr. Herve  Hoppenot,2.47,"Chairman, Pres & CEO",1971,Ms. Christiana  Stamoulis,1.2,Exec. VP & CFO,1963,Dr. Wenqing  Yao,0.84781,Exec. VP & Head of Discovery Chemistry,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 7; Compensation: 6.,Biotechnology,Healthcare,1,8,7,6,0,26,8,18,2/28/2017,1991,"Wilmington, Delaware",Incyte,Health Care,Biotechnology,6.34%
IR,Ingersoll Rand Inc. ,,-0.49,,49.21,17.01,47.78,2004762,1.55,18.389,44.03,,21.01B,78.25,25.45,2.25,3.64,2.1,5.25,65,0.638,-0.1592,-28.60%,123.80%,1.45%,-2.97%,4.01,,21.01,1.31,3.14,2.43,4.04,45.75,0.1794,,,0.9117,0.29%,98.46%,0.6015,5.82%,0.00%,-3.97%,12.16,370.98M,4.45M,417.66M,2.52,1.28%,1.07%,"800-A Beaty Street,Davidson, NC 28036,United States",16000,1975,Mr. Vicente  Reynal,1.19,"CEO, Pres & Director",1972,Mr. Andrew R. Schiesl,0.61132,"Sr. VP, Gen. Counsel, Chief Compliance Officer & Sec.",1962,Mr. Michael A. Weatherred,0.44032,"Sr. VP of IR Execution Excellence (IRX), Strategy & Bus. Devel.",The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 10; Compensation: 8.,Specialty Industrial Machinery,Industrials,1,9,10,8,,,,,3/3/2020,1859,"Milwaukee, Wisconsin",Ingersoll Rand,Industrials,Industrial Machinery,16.96%
INTC,Intel Corporation ,2.36,4.94,12.28,62.05,43.61,68.09,40976891,0.67,246.462,60.66,1.39,248.89B,11.78,12.17,2.43,3.16,2.92,3.2,6.56,36.12,20.9,-15.20%,-1.10%,10.31%,26.36%,77.87,2.58,19.95,23.89,5.88,1.91,36.93,45.57,12.39,1.39,2.36%,43.61,0.05%,66.41%,35.38,30.66%,26.72%,26.84%,18.54,4.06B,57.83M,4.1B,1.14,1.42%,1.42%,"2200 Mission College Boulevard,Santa Clara, CA 95054-1549,United States",110600,1960,Mr. Robert H. Swan,5.21,CEO & Director,1958,Mr. George S. Davis,4.23,Exec. VP & CFO,1969,Mr. Gregory M. Bryant,2.08,Exec. VP & GM of Client Computing Group,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 2; Compensation: 10.,Semiconductors,Technology,1,3,2,10,4,16,6,6,12/31/1976,1968,"Santa Clara, California",Intel Corp.,Information Technology,Semiconductors,-6.55%
ICE,"Intercontinental Exchange, Inc. ",,3.77,29.52,131.44,63.51,119.02,2496756,0.71,62.518,111.3,,78.79B,29.52,23.04,1.96,7.49,3.21,9.56,20.34,3.7,2.09,17.40%,28.70%,1.78%,11.40%,6.04,1.18,34.73,0.583,1.04,0.99,16.93,86.24,2.06,,,6.04,1.41%,93.99%,2.88,52.07%,31.83%,34.61%,10.94,555.86M,4.73M,561.71M,2.09,0.85%,0.84%,"5660 New Northside Drive NW,3rd Floor,Atlanta, GA 30328,United States",8890,1955,Mr. Jeffrey C. Sprecher,3.66,"Founder, Chairman & CEO",1973,Mr. Benjamin R. Jackson,1.88,Pres,1967,Mr. Scott Anthony Hill,2.04,Chief Financial Officer,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 7; Compensation: 1.,Financial Data & Stock Exchanges,Financial Services,1,6,7,1,1,16,8,7,9/26/2007,2000,"Atlanta, Georgia",Intercontinental Exchange,Financials,Financial Exchanges & Data,15.46%
IBM,International Business Machines Corporation ,5.33,6.23,19.41,137,90.56,155.6,6289708,1.25,107.738,120.91,6.52,162.80B,20.16,11.2,1.28,1.51,5.35,2.21,12.9,13.51,5.5,-63.10%,-6.50%,2.76%,26.38%,73.62,4.31,23.08,13.81,15.47,0.98,66.47,320.7,16.05,6.52,5.33%,35.58,0.13%,58.58%,18.2,9.26%,106.20%,7.59%,82.69,891.01M,26.83M,891.06M,3.16,3.01%,3.01%,"One New Orchard Road,Armonk, NY 10504,United States",,1967,Mr. James J. Kavanaugh,1.98,CFO and Sr. VP of Fin. & Operations,1965,Ms. Michelle H. Browdy,1.83,Sr. VP of Legal & Regulatory Affairs and Gen. Counsel,1964,Mr. Martin J. Schroeter,2.1,Chief Exec. Officer of Managed Infrastructure Services Bus.,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 3; Compensation: 8.,Information Technology Services,Technology,1,8,3,8,0,18,7,10,3/4/1957,1911,"Armonk, New York",International Business Machines,Information Technology,IT Consulting & Other Services,-20.05%
IP,International Paper Company ,4.26,1.22,39.48,52.86,26.38,53.39,2791532,1.08,18.935,48.17,2.05,28.21B,39.48,13.35,1.62,0.93,2.41,1.37,11.85,3.12,0.482,-7.30%,-4.70%,3.51%,6.19%,20.58,4.15,20.02,5.45,13.88,1.36,8.41,106.86,1.65,2.05,4.26%,6.31,0.23%,85.41%,3.06,8.90%,168.03%,2.34%,52.52,390.95M,6.62M,393.1M,2.47,2.06%,1.68%,"6400 Poplar Avenue,Memphis, TN 38197,United States",48000,1962,Mr. Mark Stephan Sutton,3.79,Chairman & CEO,1962,Mr. Timothy S. Nicholls,1.6,Sr. VP & CFO,1959,Ms. Sharon R. Ryan,1.28,"Sr. VP, Gen. Counsel & Corp. Sec.",The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 5; Compensation: 9.,Packaging & Containers,Consumer Cyclical,1,5,5,9,16,25,5,4,3/4/1957,1898,"Memphis, Tennessee",International Paper,Materials,Paper Packaging,13.76%
IPG,"The Interpublic Group of Companies, Inc. ",4.41,1.45,16.91,26.95,11.63,26.65,3730409,1.01,9.548,24.48,1.08,13.65B,16.93,13.57,12,1.02,3.52,1.51,16.17,1.3,0.5677,-65.90%,-6.10%,3.95%,20.69%,8.21,3.66,6.99,1.63,4.17,1.01,5.7,195.62,1.11,1.08,4.41%,1.81,0.70%,100.64%,1.43,12.34%,114.61%,6.91%,21.15,387M,12.95M,390.04M,3.72,5.13%,3.32%,"909 Third Avenue,New York, NY 10022,United States",54300,1945,Mr. Michael Isor Roth,9.6,Exec. Chairman,1963,Mr. Philippe  Krakowsky,6.27,CEO & Director,1965,Ms. Ellen Tobi Johnson,1.55,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 1; Compensation: 8.,Advertising Agencies,Communication Services,1,10,1,8,0,16,6,10,10/1/1992,1961 (1930),"New York, New York",Interpublic Group,Communication Services,Advertising,-0.93%
IFF,International Flavors & Fragrances Inc. ,2.27,3.21,42.61,140.87,92.14,143.09,4311106,,34.012,136.77,3.08,37.58B,40.59,24.04,0.82,3.02,5.55,7.39,41.82,0.91292,0.36323,-19.10%,-1.10%,2.74%,5.76%,5.08,2.1,56.35,0.65684,5.85,1.61,4.41,68.74,0.49318,3.08,2.27%,2.09,0.28%,98.50%,0.7141,11.56%,90.42%,7.14%,45.33,86.55M,44M,106.94M,6.37,63.99%,41.14%,"521 West 57th Street,New York, NY 10019,United States",,1962,Mr. Andreas  Fibig,2.88,Chairman & CEO,1963,Mr. Nicolas  Mirzayantz,1.22,Pres of Scent,1960,Mr. Richard A. O'Leary,0.87926,Exec. VP & Integration Officer,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 5; Compensation: 4.,Specialty Chemicals,Basic Materials,1,3,5,4,11,24,8,6,3/31/1976,1958 (1889),"New York, New York",International Flavors & Fragrances,Materials,Specialty Chemicals,-0.58%
INTU,Intuit Inc. ,0.58,7.45,54.9,418.22,187.68,409.3,1335837,1.01,112.035,408.82,2.36,103.55B,52.27,47.62,3.33,13.13,20.34,13.21,39.63,2.56,1.97,247.40%,13.60%,18.68%,44.31%,7.84,0.85,19.97,5.79,22.05,3.09,2.63,50.22,2.15,2.36,0.58%,6.32,2.93%,88.31%,2.59,30.31%,29.26%,25.10%,29.97,255.31M,1.9M,274.05M,1.43,0.71%,0.69%,"2700 Coast Avenue,Mountain View, CA 94043,United States",10600,1964,Mr. Brad D. Smith,1.54,Exec. Chairman,1968,Mr. Sasan K. Goodarzi,2.55,"CEO, Pres & Director",1952,Mr. Scott D. Cook,1.26,Founder & Director,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 2; Compensation: 4.,Software—Application,Technology,1,1,2,4,1,17,6,10,12/5/2000,1983,"Mountain View, California",Intuit Inc.,Information Technology,Application Software,36.37%
ISRG,"Intuitive Surgical, Inc. ",,8.82,90.57,780.93,360.5,826.81,578482,1.01,94.037,798.83,,82.74B,86.42,57.47,5.53,21.04,9.18,18.98,78.81,1.33,1.06,2.10%,4.00%,6.34%,11.82%,4.36,,82.68,5.17,43.93,6.86,0.0799,0.82,0.90674,,,2.86,0.96%,90.18%,1.48,24.32%,0.00%,24.33%,37.25,116.63M,1.3M,117.72M,1.94,1.11%,1.10%,"1020 Kifer Road,Sunnyvale, CA 94086-5304,United States",8081,1966,Dr. Gary S. Guthart,1.6,"Pres, CEO & Director",1956,Mr. Marshall L. Mohr,0.9351,Exec. VP & CFO,1955,Mr. Salvatore J. Brogna,0.9927,Consultant  & Advisor,The pillar scores are Audit: 2; Board: 2; Shareholder Rights: 2; Compensation: 8.,Medical Instruments & Supplies,Healthcare,2,2,2,8,5,30,11,14,6/2/2008,1995,"Sunnyvale, California",Intuitive Surgical Inc.,Health Care,Health Care Equipment,33.60%
IVZ,Invesco Ltd. ,2.73,1.13,19.99,22.75,6.38,22.89,5537248,1.31,10.376,22.59,0.62,17.50B,20.06,8.99,2.96,1.71,0.73,2.85,14.6,1.51,0.5248,13.10%,-6.50%,2.16%,5.43%,6.15,5.53,31.15,1.41,3.06,,2.08,13.86,,0.62,2.73%,1.88,1.58%,93.69%,1.23,21.38%,68.58%,12.39%,13.38,339.28M,21.42M,459.17M,3.94,5.71%,4.66%,"Two Peachtree Pointe,1555 Peachtree Street, NE, Suite 1800,Atlanta, GA 30309,United States",8512,1960,"Mr. Martin L. Flanagan CFA, CPA",4.61,"Pres, CEO & Director",1963,"Mr. Gregory Gerard McGreevey C.F.A., CFA",2.58,Sr. Managing Director of Investments,1962,Mr. Andrew Tak Shing Lo,1.92,Sr. MD & Head of Invesco Asia Pacific,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 4; Compensation: 10.,Asset Management,Financial Services,1,9,4,10,2,26,11,13,8/21/2008,1935,"Atlanta, Georgia",Invesco Ltd.,Financials,Asset Management & Custody Banks,28.66%
IPGP,IPG Photonics Corporation ,,1.97,126.9,242.48,98.04,262.55,260283,1.47,13.311,249.73,,11.45B,121.03,52.08,,10.94,5.14,9.78,37.44,0.30583,0.10578,-37.80%,-3.30%,4.77%,4.38%,1.17,,46.39,1.3,24.42,10.09,0.04448,1.8,0.22547,,,0.60621,32.91%,66.11%,0.32996,18.01%,0.00%,9.04%,22.04,36.19M,876.59k,53.3M,3.18,3.07%,1.64%,"50 Old Webster Road,Oxford, MA 01540,United States",5960,1939,Dr. Valentin P. Gapontsev,1.25,"Founder, Chairman & CEO",1970,Mr. Timothy P. V. Mammen,0.58708,Sr. VP & CFO,1948,Dr. Eugene A. Scherbakov,0.79553,"COO, Sr. VP of Europe & Director",The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 6; Compensation: 1.,Semiconductor Equipment & Materials,Technology,1,7,6,1,3,13,6,4,3/7/2018,1990,"Oxford, Massachusetts",IPG Photonics Corp.,Information Technology,Electronic Manufacturing Services,86.21%
IQV,IQVIA Holdings Inc. ,,1.43,134.86,218.18,81.79,196.96,984612,1.39,36.873,192.85,,47.62B,208.85,24.15,1.34,3.39,6.23,4.19,22.94,2.07,0.279,643.80%,13.90%,2.05%,4.91%,11.36,,31.39,1.9,9.95,1.12,12.9,205.48,1.77,,,3.86,0.74%,92.11%,1.96,6.89%,0.00%,2.46%,59.38,189.82M,2.3M,191.2M,2.74,1.35%,1.20%,"4820 Emperor Boulevard,Durham, NC 27703,United States",70000,1961,Mr. Ari  Bousbib,8.93,"Chairman, Pres & CEO",1964,Mr. Eric M. Sherbet,1.11,"Exec. VP, Gen. Counsel & Sec.",1963,Mr. W. Richard Staub III,1.38,Pres of R&D Solutions,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 10; Compensation: 10.,Diagnostics & Research,Healthcare,1,10,10,10,2,21,7,13,8/29/2017,1982,"Durham, North Carolina",IQVIA Holdings Inc.,Health Care,Life Sciences Tools & Services,16.47%
IRM,Iron Mountain Incorporated ,7.44,0.46,72.26,30.13,21,41.32,4306822,0.84,9.579,33.24,2.47,20.62B,73.2,24.04,,2.33,10.35,4.95,16.25,1.43,0.13298,-64.30%,-2.40%,3.69%,10.34%,4.17,6.93,3.25,0.15197,0.53,0.6,11.09,"1,107.94",0.51474,2.47,7.44%,2.43,0.98%,86.35%,0.94573,19.32%,537.83%,3.19%,14.48,285.07M,33.98M,288.17M,6.63,16.28%,11.79%,"One Federal Street,Boston, MA 02110,United States",25000,1960,"Mr. William L. Meaney BSc, MEng, MSIA",2.59,"Pres, CEO & Director",1968,Mr. John  Tomovcsik,0.84065,Exec. VP & COO,1973,Mr. Ernest W. Cloutier,2.69,EVP & GM of Global Records and Information Management,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 6; Compensation: 3.,REIT—Specialty,Real Estate,1,3,6,3,5,15,5,4,1/6/2009,1951,"Boston, Massachusetts",Iron Mountain Incorporated,Real Estate,Specialized REITs,-2.61%
JKHY,"Jack Henry & Associates, Inc. ",1.16,3.89,38.22,171.3,123.64,200.98,546567,0.57,11.308,148.64,1.72,11.88B,40.67,42.19,3.14,7.11,7.82,6.93,31.23,0.44916,0.2984,-0.20%,0.80%,10.62%,19.68%,1.71,1.11,20.31,0.14776,1.94,1.48,0.06703,4.34,0.2648,1.72,1.16%,0.6886,0.85%,92.85%,0.4895,22.17%,44.22%,17.41%,22.41,75.42M,1.64M,76.08M,3.14,2.86%,2.14%,"663 West Highway 60,PO Box 807,Monett, MO 65708,United States",6717,1962,Mr. David B. Foss,1.93,"Pres, CEO & Director",1959,Mr. Kevin D. Williams,0.91978,CFO & Treasurer,1964,Mr. Gregory R. Adelson,0.70526,Chief Operating Officer,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 7; Compensation: 6.,Information Technology Services,Technology,1,6,7,6,1,16,5,10,11/13/2018,1976,"Monett, Missouri",Jack Henry & Associates,Information Technology,Data Processing & Outsourced Services,-15.75%
J,Jacobs Engineering Group Inc. ,0.73,,,127.57,59.29,116.73,709003,0.9,14.96,115,0.84,15.94B,41.96,18.83,1.4,1.1,2.51,1.17,20.19,1.13,0.43153,0.00%,0.60%,4.78%,7.66%,13.59,,,1.38,10.59,1.66,2.73,44.47,0.73497,0.84,0.73%,2.59,0.87%,90.20%,1.06,7.02%,23.03%,3.62%,103.95,122.41M,1.38M,130.09M,2.08,1.21%,1.06%,"1999 Bryan Street,Suite 1200,Dallas, TX 75201,United States",55000,1958,Mr. Steven J. Demetriou,3.31,Chairman & CEO,1968,Mr. Robert V. Pragada,1.6,Pres & COO,1959,Mr. Kevin C. Berryman,1.57,Pres & CFO,The pillar scores are Audit: 3; Board: 1; Shareholder Rights: 9; Compensation: 5.,Engineering & Construction,Industrials,3,1,9,5,6,34,9,18,10/26/2007,1947,"Dallas, Texas",Jacobs Engineering Group,Industrials,Construction & Engineering,14.26%
J,Jacobs Engineering Group Inc. ,0.73,,,127.57,59.29,116.73,709003,0.9,14.96,115,0.84,15.94B,41.96,18.83,1.4,1.1,2.51,1.17,20.19,1.13,0.43153,0.00%,0.60%,4.78%,7.66%,13.59,,,1.38,10.59,1.66,2.73,44.47,0.73497,0.84,0.73%,2.59,0.87%,90.20%,1.06,7.02%,23.03%,3.62%,103.95,122.41M,1.38M,130.09M,2.08,1.21%,1.06%,"1999 Bryan Street,Suite 1200,Dallas, TX 75201,United States",55000,1958,Mr. Steven J. Demetriou,3.31,Chairman & CEO,1968,Mr. Robert V. Pragada,1.6,Pres & COO,1959,Mr. Kevin C. Berryman,1.57,Pres & CFO,The pillar scores are Audit: 3; Board: 1; Shareholder Rights: 9; Compensation: 5.,Engineering & Construction,Industrials,3,1,9,5,6,34,9,18,10/26/2007,1947,"Dallas, Texas",Jacobs Engineering Group,Industrials,Construction & Engineering,14.26%
JBHT,"J.B. Hunt Transport Services, Inc. ",0.76,4.74,31.08,153.95,75.29,156.74,694261,1.03,15.565,147.32,1.12,15.68B,29.34,22.57,1.78,1.54,5.65,1.63,21.99,1.24,0.50604,6.40%,11.70%,7.81%,20.79%,9.64,0.92,24.61,0.3133,2.96,1.65,1.31,50.21,,1.12,0.76%,1.61,20.60%,75.11%,,7.40%,22.78%,5.25%,90.26,83.8M,1.77M,105.65M,2.37,2.66%,1.68%,"615 J.B. Hunt Corporate Drive,Lowell, AR 72745-0130,United States",,1964,Mr. John N. Roberts III,1.03,"Pres, CEO & Director",1963,Mr. Nicholas  Hobbs,0.54272,"Pres of Contract Services, Exec. VP & COO",1972,Ms. Shelley  Simpson,0.5493,Chief Commercial Officer and Exec. VP of People & HR,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 8; Compensation: 5.,Integrated Freight & Logistics,Industrials,1,10,8,5,4,15,5,6,7/1/2015,1961,"Lowell, Arkansas",J. B. Hunt Transport Services,Industrials,Trucking,35.32%
SJM,The J. M. Smucker Company ,3.16,7.73,14.75,117.21,91.88,131.69,1049562,0.29,12.718,113.97,3.6,17.66B,14.81,13.83,14.88,1.61,1.5,2.19,9.85,1.89,0.8815,9.30%,3.90%,5.32%,10.61%,8.07,2.74,74.63,0.4056,3.56,0.77,5.3,62.22,1.38,3.6,3.16%,3,4.31%,85.28%,1.6,17.78%,45.80%,10.92%,70.75,109.63M,8.96M,111.59M,7.09,9.44%,8.03%,"One Strawberry Lane,Orrville, OH 44667-0280,United States",7300,1948,Mr. Richard K. Smucker,1.6,Exec. Chairman,1970,Mr. Mark T. Smucker,2.39,"CEO, Pres & Director",1968,Mr. John P. Brase,0.49351,Chief Operating Officer,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 8; Compensation: 7.,Packaged Foods,Consumer Defensive,1,3,8,7,11,27,6,10,11/6/2008,1897,"Orrville, Ohio",JM Smucker,Consumer Staples,Packaged Foods & Meats,5.27%
JNJ,Johnson & Johnson ,2.42,5.51,30.14,185.44,109.16,173.65,8248020,0.72,437.16,166.06,4.04,444.69B,30.18,17.51,2.43,5.38,6.79,5.38,22.54,26.97,14.71,-56.70%,8.30%,,23.74%,82.58,2.63,24.49,30.78,11.69,,37.76,58.56,,4.04,2.42%,54.16,0.08%,69.79%,,24.11%,72.23%,17.82%,30.92,2.63B,15.59M,2.63B,1.71,0.59%,0.59%,"One Johnson & Johnson Plaza,New Brunswick, NJ 08933,United States",,1960,Mr. Alex  Gorsky,5.58,Chairman & CEO,1967,Mr. Joseph J. Wolk CPA,2.01,Exec. VP & CFO,1962,Dr. Paulus A. Stoffels,3.68,Chief Scientific Officer,The pillar scores are Audit: 5; Board: 4; Shareholder Rights: 5; Compensation: 9.,Drug Manufacturers—General,Healthcare,5,4,5,9,1,30,10,20,6/30/1973,1886,"New Brunswick, New Jersey",Johnson & Johnson,Health Care,Pharmaceuticals,11.69%
JCI,Johnson Controls International plc ,2.02,1.24,42.58,55.13,22.78,52.93,5118616,1.1,37.995,52.89,1.04,42.77B,47.27,20.2,1.56,1.71,2.08,1.94,19.99,2.98,0.799,183.60%,-4.20%,3.21%,4.97%,22.08,2.75,24.51,1.84,2.55,1.18,9.23,49.04,2.34,1.04,2.02%,7.41,0.27%,93.50%,2.38,9.76%,96.30%,4.18%,29.87,717.86M,8.45M,718.37M,1.87,1.35%,1.18%,"One Albert Quay,Cork T12 X8N6,Ireland",97000,1960,Mr. George R. Oliver,4.23,Chairman & CEO,1965,Mr. Olivier C. Leonetti,0.8669,Exec. VP & CFO,1961,Mr. Jeffrey M. Williams,3.76,"VP and Pres of Global Products, Building Technologies & Solutions",The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 8; Compensation: 7.,Engineering & Construction,Industrials,1,8,8,7,9,18,6,3,8/27/2010,1885,"Cork, Ireland",Johnson Controls International,Industrials,Building Products,27.60%
