address,employees,exec1_born,exec1_name,exec1_pay,exec1_title,exec2_born,exec2_name,exec2_pay,exec2_title,exec3_born,exec3_name,exec3_pay,exec3_title,govscore,industry,name_tk,sector
"1341 Horton Circle,Arlington, TX 76011,United States","9,716",1950,Mr. Donald R. Horton,19.01M,Chairman,1956,Mr. David V. Auld,12.71M,Pres & CEO,1966,Mr. Bill W. Wheat,2.56M,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 7; Compensation: 7.,Residential Construction,"D.R. Horton, Inc. (DHI)",Consumer Cyclical
"2200 Pennsylvania Avenue NW,Suite 800W,Washington, DC 20037-1701,United States","69,000",1951,Mr. Steven M. Rales,,Co-Founder & Chairman,1964,Mr. Rainer M. Blair,2.56M,"Pres, CEO & Director",1957,Mr. Mitchell P. Rales,,Co-Founder & Director,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 1; Compensation: 1.,Diagnostics & Research,Danaher Corporation (DHR),Healthcare
"1000 Darden Center Drive,Orlando, FL 32837,United States","177,895",1962,Mr. Eugene I. Lee Jr.,3.51M,CEO & Chairman,1968,Mr. Ricardo  Cardenas,1.65M,Pres & COO,1963,Mr. Todd A. Burrowes,1.68M,Pres of Longhorn Steakhouse,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 1; Compensation: 2.,Restaurants,"Darden Restaurants, Inc. (DRI)",Consumer Cyclical
"2000 16th Street,Denver, CO 80202,United States","65,000",1971,Mr. Javier J. Rodriguez,8.1M,CEO & Exec. Director,1965,Mr. Joel  Ackerman,1.98M,CFO & Treasurer,1968,Ms. Kathleen Alyce Waters,2.44M,Chief Legal Officer,The pillar scores are Audit: 2; Board: 1; Shareholder Rights: 2; Compensation: 10.,Medical Care Facilities,DaVita Inc. (DVA),Healthcare
"One John Deere Place,Moline, IL 61265,United States","69,634",1969,Mr. John C. May II,5.25M,"Chairman, Pres & CEO",1974,Mr. Ryan D. Campbell,2.94M,Sr. VP & CFO,1968,Mr. Rajesh  Kalathur,3.24M,Chief Information Officer,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 5; Compensation: 2.,Farm & Heavy Construction Machinery,Deere & Company (DE),Industrials
"PO Box 20706,Atlanta, GA 30320-6001,United States","72,000",1958,Mr. Edward H. Bastian,4.79M,CEO & Director,1961,Mr. Glen W. Hauenstein,3.17M,Pres,1964,Mr. Peter W. Carter,1.99M,"Exec. VP, Chief Legal Officer & Corp. Sec.",The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 2; Compensation: 3.,Airlines,"Delta Air Lines, Inc. (DAL)",Industrials
"13320 Ballantyne Corporate Place,Charlotte, NC 28277-3607,United States","15,200",1960,Mr. Donald M. Casey Jr.,2.14M,CEO & Director,1968,Mr. Jorge M. Gomez,1.6M,Exec. VP & CFO,1969,Mr. Keith John Ebling,1.27M,"Exec. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 3; Board: 5; Shareholder Rights: 4; Compensation: 8.,Medical Instruments & Supplies,DENTSPLY SIRONA Inc. (XRAY),Healthcare
"333 West Sheridan Avenue,Oklahoma City, OK 73102-5015,United States","1,800",1973,Mr. Jeffrey L. Ritenour,1.65M,Exec. VP & CFO,1971,Ms. Tana K. Cashion,636.45k,Sr. VP of HR & Admin.,1974,Mr. David Gerard Harris,1.31M,"Exec. VP, Chief Corp. Devel. Officer & Exec. VP of Exploration & Production",The pillar scores are Audit: 5; Board: 9; Shareholder Rights: 5; Compensation: 10.,Oil & Gas E&P,Devon Energy Corporation (DVN),Energy
"6340 Sequence Drive,San Diego, CA 92121,United States",,1958,Mr. Kevin R. Sayer,2.09M,"Exec. Chairman, CEO & Pres",1979,Mr. Quentin S. Blackford,1.17M,CFO & COO,1972,Mr. Steven R. Pacelli,873.62k,Exec. VP of Strategy & Corp. Devel.,The pillar scores are Audit: 2; Board: 9; Shareholder Rights: 8; Compensation: 2.,Diagnostics & Research,"DexCom, Inc. (DXCM)",Healthcare
"500 West Texas Avenue,Suite 1200,Midland, TX 79701,United States",712,1962,Mr. Travis D. Stice,3.62M,CEO & Director,1988,Mr. Matthew Kaes Van't Hof,1.66M,CFO & Exec. VP of Bus. Devel.,1970,Ms. Teresa L. Dick,1.02M,"Chief Accounting Officer, Exec. VP & Assistant Sec.",The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 7; Compensation: 10.,Oil & Gas E&P,"Diamondback Energy, Inc. (FANG)",Energy
"Four Embarcadero Center,Suite 3200,San Francisco, CA 94111,United States","1,550",1954,Mr. Arthur William Stein,3.73M,CEO & Director,1980,Mr. Andrew P. Power,1.62M,Chief Financial Officer,1970,Mr. Erich J. Sanchack,1.19M,Exec. VP of Operations,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 10; Compensation: 7.,REIT—Office,"Digital Realty Trust, Inc. (DLR)",Real Estate
"2500 Lake Cook Road,Riverwoods, IL 60015,United States",,1965,Mr. Roger Crosby Hochschild,2.7M,"CEO, Pres & Director",1966,Mr. John Thomas Greene,931.37k,Exec. VP & CFO,1971,Ms. Wanjiku Juanita Walcott,3.9M,"Exec. VP, Chief Legal Officer & Gen. Counsel",The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 4; Compensation: 8.,Credit Services,Discover Financial Services (DFS),Financial Services
"8403 Colesville Road,Silver Spring, MD 20910,United States","9,200",1960,Mr. David M. Zaslav,25.44M,"Pres, CEO & Director",1977,Dr. Gunnar  Wiedenfels,3.84M,Chief Financial Officer,1967,Mr. Bruce L. Campbell,5.92M,"Chief Devel., Distribution & Legal Officer",The pillar scores are Audit: 2; Board: 10; Shareholder Rights: 10; Compensation: 10.,Entertainment,"Discovery, Inc. (DISCA)",Communication Services
"8403 Colesville Road,Silver Spring, MD 20910,United States","9,200",1960,Mr. David M. Zaslav,25.44M,"Pres, CEO & Director",1977,Dr. Gunnar  Wiedenfels,3.84M,Chief Financial Officer,1967,Mr. Bruce L. Campbell,5.92M,"Chief Devel., Distribution & Legal Officer",The pillar scores are Audit: 2; Board: 10; Shareholder Rights: 10; Compensation: 10.,Entertainment,"Discovery, Inc. (DISCK)",Communication Services
"9601 South Meridian Boulevard,Englewood, CO 80112,United States","16,000",1953,Mr. Charles William Ergen,2.36M,Co-founder & Chairman,1970,Mr. W. Erik Carlson,1.01M,Pres & CEO,1969,Mr. Paul W. Orban,509.29k,Exec. VP & CFO,The pillar scores are Audit: 2; Board: 10; Shareholder Rights: 10; Compensation: 9.,Entertainment,DISH Network Corporation (DISH),Communication Services
"100 Mission Ridge,Goodlettsville, TN 37072,United States","143,000",1962,Mr. Todd J. Vasos,4.08M,CEO & Director,1969,Mr. John W. Garratt,1.59M,Exec. VP & CFO,1970,Mr. Jeffery Carl Owen,1.67M,Chief Operating Officer,The pillar scores are Audit: 2; Board: 2; Shareholder Rights: 4; Compensation: 7.,Discount Stores,Dollar General Corporation (DG),Consumer Defensive
"500 Volvo Parkway,Chesapeake, VA 23320,United States","56,900",1952,Mr. Bobby L. Sasser,1.63M,Exec. Chairman,1963,Mr. Michael A. Witynski,1.78M,"Pres, CEO & Director",1963,Mr. Kevin S. Wampler,1.34M,Chief Financial Officer,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 3; Compensation: 7.,Discount Stores,"Dollar Tree, Inc. (DLTR)",Consumer Defensive
"120 Tredegar Street,Richmond, VA 23219,United States","19,100",1954,Mr. Thomas F. Farrell II,9.14M,Exec. Chairman,1968,Mr. Robert M. Blue,2.02M,"Pres, CEO & Director",1970,Mr. James R. Chapman,1.2M,"Exec. VP, CFO & Treasurer",The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 7; Compensation: 9.,Utilities—Diversified,"Dominion Energy, Inc. (D)",Utilities
"30 Frank Lloyd Wright Drive,Ann Arbor, MI 48105,United States","13,100",1967,Mr. Richard E. Allison Jr.,3.27M,"Pres, CEO & Director",1968,Mr. Russell J. Weiner,2.16M,COO & Pres of the Americas,1974,Mr. Joseph Hugh Jordan,1.32M,Exec. VP of International,The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 9; Compensation: 9.,Restaurants,"Domino's Pizza, Inc. (DPZ)",Consumer Cyclical
"3005 Highland Parkway,Downers Grove, IL 60515,United States","23,000",1961,Mr. Richard Joseph Tobin,3.12M,"Pres, CEO & Director",1959,Mr. Brad M. Cerepak,1.48M,Sr. VP & CFO,1967,Ms. Ivonne M. Cabrera,960.14k,"Sr. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 3; Compensation: 2.,Specialty Industrial Machinery,Dover Corporation (DOV),Industrials
"2211 H.H. Dow Way,Midland, MI 48674,United States","35,700",1962,Mr. James R. Fitterling,1.64M,CEO & Chairman,1968,Mr. Howard I. Ungerleider,1.18M,Pres & CFO,1968,Mr. Attiganal Narayanaswam Sreeram,838.38k,Sr. VP of R&D and Chief Technology Officer,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 4; Compensation: 6.,Chemicals,Dow Inc. (DOW),Basic Materials
"One Energy Plaza,Detroit, MI 48226-1279,United States","10,700",1959,Mr. Gerard M. Anderson,2.82M,Exec. Chairman & Advisor To CEO,1963,Mr. Gerardo  Norcia,2.7M,"Pres, CEO & Director",1957,Mr. David Earl Meador,1.57M,Vice Chairman & Chief Admin. Officer,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 5; Compensation: 1.,Utilities—Regulated Electric,DTE Energy Company (DTE),Utilities
"550 South Tryon Street,Charlotte, NC 28202-1803,United States","29,000",1960,Ms. Lynn J. Good,4.55M,"Chairman, Pres & CEO",1958,Mr. Steven Keith Young,1.71M,Exec. VP & CFO,1956,Mr. Dhiaa M. Jamil,1.92M,Exec. VP & COO,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 4; Compensation: 1.,Utilities—Regulated Electric,Duke Energy Corporation (DUK),Utilities
"8711 River Crossing Boulevard,Indianapolis, IN 46240,United States",,1959,Mr. James B. Connor,3.08M,Chairman & CEO,1968,Mr. Mark A. Denien,1.67M,Exec. VP & CFO,1974,Mr. Steven W. Schnur,1.5M,Exec. VP & COO,The pillar scores are Audit: 1; Board: 3; Shareholder Rights: 5; Compensation: 3.,REIT—Industrial,Duke Realty Corporation (DRE),Real Estate
"974 Centre Road,Building 730,Wilmington, DE 19805,United States",,1956,Mr. Edward D. Breen,4.57M,Exec. Chairman & CEO,1966,Ms. Rose  Lee,2.58M,Pres of Water & Protection,1968,Mr. Raj  Ratnakar,813.55k,Sr. VP & Chief Strategy Officer,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 4; Compensation: 6.,Chemicals,"DuPont de Nemours, Inc. (DD)",Basic Materials
"1775 Tysons Boulevard,Tysons, VA 22102,United States","138,000",1965,Mr. Michael J. Salvino,4.53M,"CEO, Pres & Director",1970,Ms. Mary  Finch,1.47M,Exec. VP & Chief HR Officer,1966,Mr. Vinod  Bagal,1.29M,Exec. VP of Global Delivery,The pillar scores are Audit: 10; Board: 4; Shareholder Rights: 2; Compensation: 10.,Information Technology Services,DXC Technology Company (DXC),Technology
"200 South Wilcox Drive,Kingsport, TN 37662,United States","14,500",1966,Mr. Mark J. Costa,2.01M,Chairman & CEO,1965,Mr. Stephen Glenn Crawford,696.34k,Sr. VP and Chief Technology & Sustainability Officer,1968,Mr. Brad A. Lich,944.48k,Exec. VP & Chief Commercial Officer,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 5; Compensation: 6.,Chemicals,Eastman Chemical Company (EMN),Basic Materials
"Eaton House,30 Pembroke Road,Dublin 4,Ireland","92,000",1960,Mr. Craig  Arnold,3.32M,Chairman & CEO,1956,Mr. Richard H. Fearon,1.96M,Vice Chairman and Chief Financial & Planning Officer,1964,Mr. Uday  Yadav,1.42M,Pres & COO of Electrical Sector,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 6; Compensation: 1.,Specialty Industrial Machinery,Eaton Corporation plc (ETN),Industrials
"2025 Hamilton Avenue,San Jose, CA 95125,United States","12,700",1970,Mr. Andrew John Cring,973.38k,Interim Chief Financial Officer,1965,Mr. Jae Hyun Lee,2.78M,Sr. VP of International,1969,Mr. Peter B. Thompson,3.93M,Sr. VP & Chief Product Officer,The pillar scores are Audit: 2; Board: 1; Shareholder Rights: 2; Compensation: 9.,Internet Retail,eBay Inc. (EBAY),Consumer Cyclical
"1 Ecolab Place,Saint Paul, MN 55102-2233,United States","45,000",1959,Mr. Douglas M. Baker Jr.,3.93M,Exec. Chairman,1968,Mr. Christophe  Beck,1.66M,"Pres, CEO & Director",1960,Mr. Daniel J. Schmechel,1.49M,Chief Financial Officer,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 2; Compensation: 6.,Specialty Chemicals,Ecolab Inc. (ECL),Basic Materials
"2244 Walnut Grove Avenue,PO Box 976,Rosemead, CA 91770,United States","12,937",1966,Mr. Pedro J. Pizarro,2.94M,"Pres, CEO & Director",1964,Ms. Maria C. Rigatti,1.22M,Exec. VP & CFO,1960,Mr. Adam Seth Umanoff,1.05M,Exec. VP & Gen. Counsel,The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 1; Compensation: 3.,Utilities—Regulated Electric,Edison International (EIX),Utilities
"One Edwards Way,Irvine, CA 92614,United States",,1953,Mr. Michael A. Mussallem,3.64M,Chairman & CEO,1967,Mr. Scott B. Ullem,1.42M,Corp. VP & CFO,1962,Mr. Donald E. Bobo Jr.,1.36M,Corp. VP of Strategy & Corp. Devel.,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 3; Compensation: 3.,Medical Devices,Edwards Lifesciences Corporation (EW),Healthcare
"209 Redwood Shores Parkway,Redwood City, CA 94065,United States","9,800",1975,Mr. Andrew  Wilson,5.34M,CEO & Director,1960,Mr. Blake J. Jorgensen,2.65M,COO & CFO,1966,Mr. Kenneth  Moss,1.9M,Chief Technology Officer,The pillar scores are Audit: 2; Board: 9; Shareholder Rights: 4; Compensation: 10.,Electronic Gaming & Multimedia,Electronic Arts Inc. (EA),Communication Services
"8000 West Florissant Avenue,PO Box 4100,Saint Louis, MO 63136,United States","83,500",1970,Mr. Surendralal Lanca Karsanbhai,1.22M,CEO & Director,1962,Mr. Michael H. Train,1.47M,Pres & Chairman of Automation Solutions,1957,Mr. Frank J. Dellaquila,1.88M,Sr. EVP & CFO,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 10; Compensation: 2.,Specialty Industrial Machinery,Emerson Electric Co. (EMR),Industrials
"47281 Bayside Parkway,Fremont, CA 94538,United States",,1973,Mr. Badrinarayanan  Kothandaraman,1.04M,"Pres, CEO & Director",1965,Mr. Eric  Branderiz,864.59k,Exec. VP & CFO,1962,Mr. Jeff  McNeil,607.57k,Exec. VP & COO,The pillar scores are Audit: 2; Board: 10; Shareholder Rights: 10; Compensation: 9.,Solar,"Enphase Energy, Inc. (ENPH)",Technology
"639 Loyola Avenue,New Orleans, LA 70113,United States","13,600",1960,Mr. Leo P. Denault,3.89M,Chairman & CEO,1972,Mr. Andrew S. Marsh,1.42M,Exec. VP & CFO,1962,Mr. Marcus V. Brown,1.42M,Exec. VP & Gen. Counsel,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 1; Compensation: 4.,Utilities—Diversified,Entergy Corporation (ETR),Utilities
"1111 Bagby Street,Sky Lobby 2,Houston, TX 77002,United States","2,900",1953,Mr. William R. Thomas,3.39M,Chairman & CEO,1978,Mr. Ezra Y. Yacob,1.24M,Pres,1962,Mr. Timothy K. Driggers,1.49M,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 2; Compensation: 7.,Oil & Gas E&P,"EOG Resources, Inc. (EOG)",Energy
"1550 Peachtree Street, NW,Atlanta, GA 30309,United States","11,000",1958,Mr. Mark W. Begor,3.28M,CEO & Director,1963,Mr. John W. Gamble Jr.,1.29M,Corp. VP & CFO,1961,Mr. Rodolfo O. Ploder,1.27M,Pres of Workforce Solutions,The pillar scores are Audit: 5; Board: 1; Shareholder Rights: 7; Compensation: 8.,Consulting Services,Equifax Inc. (EFX),Industrials
"One Lagoon Drive,Redwood City, CA 94065,United States","10,013",1966,Mr. Charles J. Meyers,1.1M,"Pres, CEO & Director",1962,Mr. Keith D. Taylor,688.46k,Chief Financial Officer,1973,Ms. Brandi Galvin Morandi,606.18k,Chief Legal & HR Officer and Corp. Sec.,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 3; Compensation: 5.,REIT—Specialty,"Equinix, Inc. (REIT) (EQIX)",Real Estate
"Two North Riverside Plaza,Suite 400,Chicago, IL 60606,United States","2,600",1942,Mr. Samuel  Zell J.D.,,Founder & Chairman,1967,Mr. Mark J. Parrell,3.2M,"Pres, CEO & Trustee",1979,Mr. Robert A. Garechana,1.19M,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 9; Compensation: 1.,REIT—Residential,Equity Residential (EQR),Real Estate
"1100 Park Place,Suite 200,San Mateo, CA 94403,United States",,1957,Mr. Michael J. Schall CPA,2.8M,"Pres, CEO & Director",1971,Ms. Angela L. Kleiman,1.51M,Sr. Exec. VP & COO,1974,Mr. Adam W. Berry,959.92k,Exec. VP & Chief Investment Officer,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 6; Compensation: 1.,REIT—Residential,"Essex Property Trust, Inc. (ESS)",Real Estate
"767 Fifth Avenue,New York, NY 10153,United States","48,000",1957,Mr. Fabrizio  Freda,4.53M,"Pres, CEO & Director",1962,Ms. Tracey Thomas Travis,1.91M,Exec. VP of Fin. & CFO,1964,Ms. Deirdre  Stanley Esq.,3.52M,Exec. VP & Gen. Counsel,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 10; Compensation: 6.,Household & Personal Products,The Estée Lauder Companies Inc. (EL),Consumer Defensive
"117 Adams Street,Brooklyn, NY 11201,United States","1,374",1969,Mr. Joshua G. Silverman,1.08M,"CEO, Pres & Director",1962,Ms. Rachel C. Glaser,826.37k,Chief Financial Officer,1983,Ms. Raina  Moskowitz,614.65k,"Chief Operations, Strategy & People Officer",The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 10; Compensation: 9.,Internet Retail,"Etsy, Inc. (ETSY)",Consumer Cyclical
"1200 Main Street,Kansas City, MO 64105,United States","4,617",1976,Mr. Kevin E. Bryant,1.12M,Exec. VP & COO,1965,Mr. Gregory A. Greenwood,1.1M,Exec. VP of Strategy & Chief Admin. Officer,1971,Ms. Heather A. Humphrey,943.29k,"Sr. VP, Gen. Counsel & Corp. Sec.",The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 6; Compensation: 3.,Utilities—Regulated Electric,"Evergy, Inc. (EVRG)",Utilities
"300 Cadwell Drive,Springfield, MA 01104,United States","8,234",1956,Mr. James J. Judge,4.35M,"Chairman, Pres & CEO",1956,Mr. Philip J. Lembo,1.7M,Exec. VP & CFO,1959,Mr. Werner J. Schweiger,1.76M,Exec. VP & COO,The pillar scores are Audit: 2; Board: 4; Shareholder Rights: 7; Compensation: 4.,Utilities—Regulated Electric,Eversource Energy (ES),Utilities
"Seon Place,4th Floor 141 Front Street PO Box HM 845,Hamilton HM 19,Bermuda",,1967,Mr. Sanjoy  Mukherjee,1.47M,"Exec. VP, Gen. Counsel, Sec. & Chief Compliance Officer",1966,Mr. John Paul Doucette,1.92M,"Exec. VP, Pres & CEO of the Reinsurance Division",1966,Mr. Juan Carlos Andrade,,"Pres, CEO & Director",The pillar scores are Audit: 1; Board: 7; Shareholder Rights: 7; Compensation: 6.,Insurance—Reinsurance,"Everest Re Group, Ltd. (RE)",Financial Services
"10 South Dearborn Street,48th Floor PO Box 805379,Chicago, IL 60680,United States","32,713",1959,Mr. Christopher Mark Crane,3.98M,"Pres, CEO & Director",1965,Mr. Joseph  Nigro,1.72M,Sr. EVP & CFO,1954,Mr. William A. Von Hoene Jr.,2.49M,Sr. EVP & Chief Strategy Officer,The pillar scores are Audit: 5; Board: 5; Shareholder Rights: 3; Compensation: 1.,Utilities—Diversified,Exelon Corporation (EXC),Utilities
"1111 Expedia Group Way West,Seattle, WA 98119,United States",,1942,Mr. Barry  Diller,1.3M,Exec. Chairman & Sr. Exec.,1968,Mr. Peter Maxwell Kern,45k,CEO & Vice Chairman,,Mr. Eric  Hart,483.54k,Chief Financial Officer,The pillar scores are Audit: 2; Board: 10; Shareholder Rights: 10; Compensation: 9.,Travel Services,"Expedia Group, Inc. (EXPE)",Consumer Cyclical
"1015 Third Avenue,Seattle, WA 98104,United States","17,743",1966,Mr. Jeffrey S. Musser,3.92M,"Pres, CEO & Non-Independent Director",1961,Mr. Bradley S. Powell,3.3M,Sr. VP & CFO,1957,Mr. Richard H. Rostan,2.93M,Pres of Global Geographies & Operations,The pillar scores are Audit: 2; Board: 3; Shareholder Rights: 3; Compensation: 7.,Integrated Freight & Logistics,"Expeditors International of Washington, Inc. (EXPD)",Industrials
"2795 East Cottonwood Parkway,Suite 300,Salt Lake City, UT 84121,United States","4,048",1961,Mr. Joseph D. Margolis J.D.,2.32M,CEO & Director,1968,Mr. P. Scott Stubbs,1.1M,Exec. VP & CFO,1969,Mr. Gwyn Goodson McNeal,843.37k,Exec. VP & Chief Legal Officer,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 9; Compensation: 4.,REIT—Industrial,Extra Space Storage Inc. (EXR),Real Estate
"5959 Las Colinas Boulevard,Irving, TX 75039-2298,United States",,1965,Mr. Darren W. Woods,4.05M,Chairman & CEO,1957,Mr. Andrew P. Swiger,3.11M,Sr. VP & Principal Financial Officer,1962,Mr. Neil A. Chapman,2.34M,Sr. VP,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 1; Compensation: 8.,Oil & Gas Integrated,Exxon Mobil Corporation (XOM),Energy
"801 5th Avenue,Seattle, WA 98104,United States","5,901",1971,Mr. Francois  Locoh-Donou,1.97M,"Pres, CEO & Director",1970,Mr. Francis J. Pelzer V,953.7k,Exec. VP & CFO,1967,Mr. Scot Frazier Rogers,780.93k,"Exec. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 1; Board: 1; Shareholder Rights: 3; Compensation: 8.,Software—Infrastructure,"F5 Networks, Inc. (FFIV)",Technology
"1601 Willow Road,Menlo Park, CA 94025,United States","58,604",1984,Mr. Mark Elliot Zuckerberg,23.42M,"Founder, Chairman & CEO",1969,Mr. David M. Wehner,1.66M,Chief Financial Officer,1969,Ms. Sheryl Kara Sandberg,7.47M,COO & Director,The pillar scores are Audit: 5; Board: 6; Shareholder Rights: 10; Compensation: 10.,Internet Content & Information,"Facebook, Inc. (FB)",Communication Services
"2001 Theurer Boulevard,Winona, MN 55987-1500,United States","20,365",1963,Mr. Daniel L. Florness,1.35M,"Pres, CEO & Director",1969,Mr. Holden  Lewis,857.24k,Exec. VP & CFO,1963,Ms. Reyne K. Wisecup,811.06k,Sr. EVP of HR & Director,The pillar scores are Audit: 1; Board: 10; Shareholder Rights: 4; Compensation: 8.,Industrial Distribution,Fastenal Company (FAST),Industrials
"909 Rose Avenue,Suite 200,North Bethesda, MD 20852,United States",308,1961,Mr. Donald C. Wood CPA,2.1M,"Pres, CEO & Director",1967,Mr. Daniel  Guglielmone,905.56k,"Exec. VP, CFO & Treasurer",1964,Ms. Dawn M. Becker,770.3k,"Exec. VP, Gen. Counsel & Sec.",The pillar scores are Audit: 2; Board: 7; Shareholder Rights: 10; Compensation: 10.,REIT—Retail,Federal Realty Investment Trust (FRT),Real Estate
"942 South Shady Grove Road,Memphis, TN 38120,United States","324,000",1944,Mr. Frederick W. Smith,1.88M,Exec. Chairman & CEO,1966,Mr. Rajesh  Subramaniam,1.89M,"Pres, COO & Director",1960,Mr. Robert Barber Carter,1.49M,Exec. VP of FedEx Information Services & Chief Information Officer,The pillar scores are Audit: 2; Board: 7; Shareholder Rights: 4; Compensation: 4.,Integrated Freight & Logistics,FedEx Corporation (FDX),Industrials
"601 Riverside Avenue,Jacksonville, FL 32204,United States",,1966,Mr. Gary Adam Norcross,5.55M,"Exec. Chairman, CEO & Pres",1970,Mr. James W. Woodall,2.27M,Corp. Exec. VP & CFO,1965,Mr. Bruce F. Lowthers,1.7M,Pres of Banking & Merchant Solutions,The pillar scores are Audit: 1; Board: 4; Shareholder Rights: 5; Compensation: 10.,Information Technology Services,"Fidelity National Information Services, Inc. (FIS)",Technology
"Fifth Third Center,38 Fountain Square Plaza,Cincinnati, OH 45263,United States","19,872",1962,Mr. Gregory D. Carmichael,3.75M,Chairman & CEO,1979,Mr. Timothy N. Spence,1.29M,Pres,1961,Mr. Lars C. Anderson,1.61M,Exec. VP & Vice Chairman of Commercial Banking Strategic Growth Initiatives,The pillar scores are Audit: 2; Board: 5; Shareholder Rights: 8; Compensation: 1.,Banks—Regional,Fifth Third Bancorp (FITB),Financial Services
"76 South Main Street,Akron, OH 44308,United States","12,000",1964,Mr. Steven E. Strah,1.3M,Pres & Acting Chief Exec. Officer,1956,Mr. Christopher Daniel Pappas,119.95k,Exec. Director,1954,Mr. Bennett L. Gaines,830.33k,Sr. VP of Corp. Services & Chief Information Officer - FirstEnergy Service Company,The pillar scores are Audit: 10; Board: 3; Shareholder Rights: 3; Compensation: 3.,Utilities—Diversified,FirstEnergy Corp. (FE),Utilities
"111 Pine Street,2nd Floor,San Francisco, CA 94111,United States",,1944,Mr. James H. Herbert II,3.94M,"Founder, Chairman & CEO",1980,Ms. Hafize Gaye Erkan,2.8M,Pres & Director,1971,Mr. Michael J. Roffler,1.6M,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 8; Shareholder Rights: 8; Compensation: 8.,Banks—Regional,First Republic Bank (FRC),Financial Services
"255 Fiserv Drive,Brookfield, WI 53045,United States",,1959,Mr. Frank J. Bisignano,12.64M,"Pres, CEO & Director",1966,Mr. Robert W. Hau,1.18M,CFO & Treasurer,1963,Mr. Byron C. Vielehr,953.4k,Chief Digital & Data Officer,The pillar scores are Audit: 1; Board: 5; Shareholder Rights: 1; Compensation: 10.,Information Technology Services,"Fiserv, Inc. (FISV)",Technology
"3280 Peachtree Road,Suite 2400,Atlanta, GA 30305,United States",,1956,Mr. Ronald F. Clarke,2.03M,"Chairman, Pres & CEO",1968,Mr. John S. Coughlin,604.44k,Group Pres of Corp. Payments,1968,Mr. Armando Lins Netto,569.72k,Group Pres of Brazil,The pillar scores are Audit: 2; Board: 9; Shareholder Rights: 5; Compensation: 1.,Information Technology Services,"FLEETCOR Technologies, Inc. (FLT)",Technology
"27700 SW Parkway Avenue,Wilsonville, OR 97070,United States","4,265",1971,Mr. James J. Cannon,2.01M,"Pres, CEO & Director",1966,Ms. Carol P. Lowe,1.1M,CFO & Exec. VP,1969,Ms. Sonia  Galindo,496.6k,"Sr. VP, Gen. Counsel, Sec. and Chief Ethics & Compliance Officer",The pillar scores are Audit: 1; Board: 6; Shareholder Rights: 5; Compensation: 8.,Scientific & Technical Instruments,"FLIR Systems, Inc. (FLIR)",Technology
"5215 North O'Connor Boulevard,Suite 2300,Irving, TX 75039,United States","16,000",1971,Mr. Robert Scott Rowe,2.17M,"Pres, CEO & Director",1967,Mr. John E. Roueche III,485.5k,VP of Investor Relations & Treasurer,1966,Mr. Keith E. Gillespie,764.38k,Sr. VP & Chief Sales Officer,The pillar scores are Audit: 3; Board: 3; Shareholder Rights: 8; Compensation: 2.,Specialty Industrial Machinery,Flowserve Corporation (FLS),Industrials
"2929 Walnut Street,Philadelphia, PA 19104,United States","6,400",1958,Dr. Pierre R. Brondeau,4.77M,Exec. Chairman,1962,Mr. Mark A. Douglas,2.15M,"Pres, CEO & Director",1970,Mr. Andrew D. Sandifer,1.27M,Exec. VP & CFO,The pillar scores are Audit: 1; Board: 9; Shareholder Rights: 7; Compensation: 3.,Agricultural Inputs,FMC Corporation (FMC),Basic Materials
